node_id,edges
5521,"[(5521, 616), (5521, 1602), (5521, 4644), (5521, 5581), (5521, 5625), (5521, 8377)]"
5522,"[(5522, 123), (5522, 409), (5522, 741), (5522, 2271), (5522, 3737), (5522, 3781), (5522, 3845), (5522, 4644), (5522, 8194), (5522, 9614)]"
5523,"[(5523, 6421)]"
5524,"[(5524, 1758), (5524, 2532), (5524, 3449), (5524, 4061), (5524, 4844), (5524, 4952), (5524, 6889), (5524, 9184), (5524, 9308)]"
5525,"[(5525, 1084), (5525, 6756), (5525, 9577)]"
5526,"[(5526, 102), (5526, 2776), (5526, 4238), (5526, 6107)]"
5527,"[(5527, 960), (5527, 1408), (5527, 4304), (5527, 4563), (5527, 4800), (5527, 5931)]"
5528,"[(5528, 6966), (5528, 8144)]"
5529,"[(5529, 1358), (5529, 2757), (5529, 5148), (5529, 6448), (5529, 9620)]"
5530,"[(5530, 915), (5530, 4361), (5530, 7786), (5530, 7845), (5530, 8715)]"
5531,"[(5531, 2497), (5531, 3561), (5531, 3677), (5531, 3992), (5531, 4111), (5531, 6203), (5531, 7489)]"
5532,"[(5532, 1271), (5532, 2835), (5532, 3535), (5532, 3833), (5532, 5108), (5532, 6249), (5532, 6962)]"
5533,"[(5533, 1407), (5533, 1559), (5533, 1927), (5533, 3811), (5533, 5167), (5533, 6369)]"
5534,"[(5534, 6052), (5534, 8662), (5534, 9520)]"
5535,"[(5535, 4322), (5535, 5327), (5535, 6660)]"
5536,"[(5536, 1302), (5536, 1622), (5536, 3541), (5536, 7035), (5536, 9485), (5536, 9505)]"
5537,"[(5537, 3359), (5537, 4195), (5537, 4452), (5537, 5048), (5537, 5358), (5537, 6393), (5537, 8645)]"
5538,"[(5538, 3996), (5538, 4749), (5538, 5475), (5538, 7519), (5538, 9188)]"
5539,"[(5539, 3790), (5539, 4558), (5539, 4743), (5539, 5094), (5539, 5658), (5539, 8840), (5539, 9666)]"
5540,"[(5540, 7053), (5540, 7283), (5540, 9484)]"
5541,"[(5541, 594), (5541, 1483), (5541, 3552), (5541, 4494), (5541, 6950), (5541, 8200), (5541, 9163)]"
5542,"[(5542, 446), (5542, 1101), (5542, 4736), (5542, 5274), (5542, 6876), (5542, 8074), (5542, 9210), (5542, 9603)]"
5543,"[(5543, 1632), (5543, 1838)]"
5544,"[(5544, 1425), (5544, 2922), (5544, 6122), (5544, 6739), (5544, 9715)]"
5545,"[(5545, 3266), (5545, 3677), (5545, 5796)]"
5546,"[(5546, 429), (5546, 735), (5546, 2294), (5546, 2495), (5546, 3032), (5546, 3398), (5546, 5092), (5546, 5370)]"
5547,[]
5548,"[(5548, 968), (5548, 1399), (5548, 1435), (5548, 3236), (5548, 6556)]"
5549,"[(5549, 2434), (5549, 3543), (5549, 7529), (5549, 7704)]"
5550,"[(5550, 5891), (5550, 6687), (5550, 8034), (5550, 8788)]"
5551,"[(5551, 4811)]"
5552,"[(5552, 2067), (5552, 2502), (5552, 5707)]"
5553,"[(5553, 1685), (5553, 3176), (5553, 8398), (5553, 8736), (5553, 9099)]"
5554,"[(5554, 4068), (5554, 7724), (5554, 8516), (5554, 9098)]"
5555,"[(5555, 2102), (5555, 8404)]"
5556,"[(5556, 922), (5556, 4281), (5556, 5660), (5556, 7084), (5556, 8230)]"
5557,"[(5557, 993), (5557, 1758), (5557, 2176), (5557, 2603), (5557, 3921), (5557, 4366), (5557, 6084), (5557, 6311)]"
5558,"[(5558, 4508), (5558, 5135), (5558, 6852), (5558, 9040)]"
5559,"[(5559, 515), (5559, 3889), (5559, 4910), (5559, 5708), (5559, 9328)]"
5560,"[(5560, 318), (5560, 2075), (5560, 4084), (5560, 4193), (5560, 5625), (5560, 7511), (5560, 8355), (5560, 8662), (5560, 8749)]"
5561,"[(5561, 443), (5561, 548), (5561, 6042), (5561, 6507), (5561, 7918), (5561, 8742), (5561, 9153), (5561, 9502)]"
5562,"[(5562, 1346), (5562, 1487), (5562, 3919), (5562, 7395), (5562, 7551), (5562, 9431), (5562, 9900)]"
5563,"[(5563, 2497), (5563, 2843), (5563, 4484), (5563, 5764), (5563, 6463)]"
5564,"[(5564, 8099)]"
5565,"[(5565, 283), (5565, 7163), (5565, 8504), (5565, 8670), (5565, 9433), (5565, 9516), (5565, 9961)]"
5566,"[(5566, 4162), (5566, 6261), (5566, 7539), (5566, 9514)]"
5567,"[(5567, 959), (5567, 1593), (5567, 2180), (5567, 4217), (5567, 4550), (5567, 5400), (5567, 6076), (5567, 7353), (5567, 8504)]"
5568,"[(5568, 5226), (5568, 6532)]"
5569,"[(5569, 2121)]"
5570,"[(5570, 1470), (5570, 4632), (5570, 7905), (5570, 8100), (5570, 8640)]"
5571,"[(5571, 535), (5571, 3233), (5571, 8970), (5571, 9481)]"
5572,"[(5572, 827), (5572, 1315), (5572, 1908), (5572, 2973), (5572, 2978), (5572, 3040), (5572, 6438), (5572, 8100)]"
5573,"[(5573, 4431), (5573, 6737), (5573, 9729)]"
5574,"[(5574, 2279), (5574, 5922), (5574, 8212)]"
5575,"[(5575, 1237), (5575, 5754)]"
5576,"[(5576, 6836)]"
5577,"[(5577, 1218), (5577, 1303), (5577, 2457), (5577, 3748), (5577, 4453), (5577, 5070), (5577, 6094), (5577, 9360), (5577, 9382)]"
5578,"[(5578, 539), (5578, 2806), (5578, 4007), (5578, 4226), (5578, 4409), (5578, 7567)]"
5579,"[(5579, 3111), (5579, 3668), (5579, 3916), (5579, 4357), (5579, 5640), (5579, 9279), (5579, 9310)]"
5580,"[(5580, 418), (5580, 2258), (5580, 2434), (5580, 4576), (5580, 7564), (5580, 9090)]"
5581,"[(5581, 551), (5581, 2047), (5581, 2428), (5581, 2942), (5581, 5498), (5581, 5521)]"
5582,"[(5582, 133), (5582, 2766), (5582, 5135), (5582, 7783), (5582, 9359), (5582, 9409)]"
5583,"[(5583, 1199), (5583, 3066)]"
5584,"[(5584, 3106), (5584, 5355), (5584, 6691), (5584, 7806)]"
5585,"[(5585, 21), (5585, 6350), (5585, 6720), (5585, 6987)]"
5586,"[(5586, 204), (5586, 2002), (5586, 7003), (5586, 8144), (5586, 9566), (5586, 9792)]"
5587,"[(5587, 2000), (5587, 2257), (5587, 2888), (5587, 3928), (5587, 4320), (5587, 7126), (5587, 8834)]"
5588,"[(5588, 24), (5588, 5479), (5588, 6488), (5588, 8774)]"
5589,"[(5589, 741), (5589, 3129), (5589, 5630), (5589, 6899), (5589, 7376)]"
5590,"[(5590, 378), (5590, 1900), (5590, 2548), (5590, 4327), (5590, 6682), (5590, 7873), (5590, 8507), (5590, 9884)]"
5591,"[(5591, 2707), (5591, 4039), (5591, 7432), (5591, 8482)]"
5592,"[(5592, 352), (5592, 631), (5592, 2098), (5592, 2805), (5592, 8047), (5592, 8372), (5592, 9434)]"
5593,"[(5593, 4137), (5593, 4433), (5593, 4738)]"
5594,"[(5594, 2881), (5594, 7682), (5594, 8341), (5594, 9072)]"
5595,"[(5595, 2314), (5595, 2916), (5595, 3492), (5595, 3751), (5595, 4222), (5595, 4914), (5595, 6127), (5595, 7581)]"
5596,"[(5596, 2956), (5596, 3504)]"
5597,"[(5597, 1020), (5597, 1973), (5597, 3823), (5597, 8527), (5597, 9339)]"
5598,"[(5598, 738), (5598, 2323), (5598, 3575), (5598, 4458), (5598, 5078), (5598, 6050), (5598, 8721)]"
5599,"[(5599, 90), (5599, 1855), (5599, 2258), (5599, 2342), (5599, 7443), (5599, 7482), (5599, 8624)]"
5600,"[(5600, 723), (5600, 2143)]"
5601,"[(5601, 1327), (5601, 1538), (5601, 5091), (5601, 5761)]"
5602,"[(5602, 820), (5602, 900), (5602, 3275), (5602, 3932), (5602, 5417), (5602, 7189)]"
5603,"[(5603, 1919), (5603, 1921), (5603, 2195), (5603, 3858), (5603, 4910), (5603, 5361), (5603, 7006)]"
5604,"[(5604, 4600), (5604, 7342), (5604, 7742), (5604, 8863)]"
5605,"[(5605, 100), (5605, 530), (5605, 4165)]"
5606,"[(5606, 945), (5606, 2346), (5606, 3228), (5606, 4260), (5606, 6161), (5606, 6643), (5606, 8504), (5606, 9118)]"
5607,"[(5607, 1278), (5607, 2904), (5607, 3604), (5607, 3780), (5607, 4401), (5607, 5116), (5607, 8137)]"
5608,"[(5608, 712), (5608, 1959), (5608, 2065)]"
5609,"[(5609, 5813), (5609, 7943), (5609, 8179)]"
5610,"[(5610, 5034), (5610, 6338), (5610, 6872), (5610, 8482), (5610, 8512), (5610, 9543)]"
5611,"[(5611, 2662), (5611, 4873), (5611, 5457), (5611, 5645), (5611, 8860)]"
5612,"[(5612, 2430), (5612, 5448), (5612, 5633), (5612, 6479), (5612, 9431)]"
5613,"[(5613, 1420), (5613, 3050), (5613, 5443), (5613, 6372), (5613, 8932)]"
5614,"[(5614, 1386), (5614, 1933), (5614, 3806), (5614, 4478), (5614, 8558), (5614, 8573), (5614, 9350), (5614, 9845)]"
5615,"[(5615, 545), (5615, 2789), (5615, 7628), (5615, 8294), (5615, 8754)]"
5616,"[(5616, 106), (5616, 404), (5616, 3056), (5616, 4000), (5616, 4406), (5616, 5963), (5616, 6222), (5616, 7468), (5616, 8643), (5616, 9093)]"
5617,"[(5617, 780), (5617, 1181), (5617, 1211), (5617, 1834), (5617, 2737), (5617, 3801), (5617, 4148), (5617, 5849), (5617, 8005), (5617, 8300)]"
5618,"[(5618, 50), (5618, 161), (5618, 3039), (5618, 3958), (5618, 4016), (5618, 4585), (5618, 5067), (5618, 7657)]"
5619,"[(5619, 3421), (5619, 4618), (5619, 4693), (5619, 6566), (5619, 8116)]"
5620,"[(5620, 270), (5620, 4623), (5620, 7430), (5620, 8542)]"
5621,"[(5621, 4), (5621, 347), (5621, 2975), (5621, 3006), (5621, 3576), (5621, 5020), (5621, 7540), (5621, 7806)]"
5622,"[(5622, 2537), (5622, 3533), (5622, 3717), (5622, 4195), (5622, 4901), (5622, 6666), (5622, 7717), (5622, 9736)]"
5623,"[(5623, 389), (5623, 1711), (5623, 4364), (5623, 4845)]"
5624,"[(5624, 3858), (5624, 9254), (5624, 9360)]"
5625,"[(5625, 3066), (5625, 3170), (5625, 5521), (5625, 5560), (5625, 8095)]"
5626,"[(5626, 3829), (5626, 4395), (5626, 7870), (5626, 8242)]"
5627,"[(5627, 1473), (5627, 2753), (5627, 4083), (5627, 4575), (5627, 4950), (5627, 5463), (5627, 8272)]"
5628,"[(5628, 2472), (5628, 3850), (5628, 7876), (5628, 8361), (5628, 9400)]"
5629,"[(5629, 1023), (5629, 1028), (5629, 1469), (5629, 3736), (5629, 9278)]"
5630,"[(5630, 1478), (5630, 2876), (5630, 3367), (5630, 5589), (5630, 7340), (5630, 9204), (5630, 9319)]"
5631,"[(5631, 137), (5631, 3376)]"
5632,"[(5632, 3851), (5632, 5284), (5632, 6061), (5632, 6638), (5632, 6943)]"
5633,"[(5633, 3889), (5633, 4278), (5633, 5612), (5633, 5922), (5633, 6388), (5633, 6691), (5633, 9507), (5633, 9644)]"
5634,"[(5634, 1888), (5634, 2398), (5634, 2772), (5634, 4196), (5634, 4260), (5634, 4531), (5634, 7392), (5634, 8282), (5634, 8403)]"
5635,"[(5635, 978), (5635, 1265), (5635, 1929), (5635, 5051), (5635, 8488)]"
5636,"[(5636, 4798), (5636, 4962), (5636, 6014), (5636, 7777), (5636, 7940)]"
5637,"[(5637, 194), (5637, 1252), (5637, 1284), (5637, 1814), (5637, 3110), (5637, 3446), (5637, 7543), (5637, 9881)]"
5638,"[(5638, 789), (5638, 4013), (5638, 7431), (5638, 7432), (5638, 8853), (5638, 9683)]"
5639,"[(5639, 19), (5639, 4540), (5639, 7722)]"
5640,"[(5640, 1450), (5640, 2085), (5640, 3226), (5640, 4119), (5640, 5283), (5640, 5579), (5640, 6305), (5640, 8269), (5640, 8444), (5640, 9052), (5640, 9823)]"
5641,"[(5641, 4857), (5641, 5464), (5641, 6759)]"
5642,"[(5642, 2328), (5642, 2892), (5642, 3480), (5642, 9823)]"
5643,"[(5643, 2898), (5643, 5834), (5643, 6362), (5643, 8504), (5643, 9337), (5643, 9857)]"
5644,"[(5644, 449), (5644, 608), (5644, 2699), (5644, 5313), (5644, 6303), (5644, 7439), (5644, 7620), (5644, 8515), (5644, 9107)]"
5645,"[(5645, 1454), (5645, 2442), (5645, 5611), (5645, 6120)]"
5646,"[(5646, 1547), (5646, 2204), (5646, 3293), (5646, 3498), (5646, 6737), (5646, 8919), (5646, 9393)]"
5647,"[(5647, 359), (5647, 1465), (5647, 3710), (5647, 5687), (5647, 8203), (5647, 9697)]"
5648,"[(5648, 4276), (5648, 6325), (5648, 8800), (5648, 9052), (5648, 9054), (5648, 9619)]"
5649,"[(5649, 220), (5649, 1704), (5649, 1783), (5649, 2605), (5649, 7804)]"
5650,"[(5650, 3154), (5650, 7351)]"
5651,"[(5651, 2377), (5651, 6940)]"
5652,"[(5652, 1384), (5652, 1633), (5652, 2688), (5652, 3640), (5652, 4997), (5652, 5022), (5652, 5121)]"
5653,"[(5653, 103), (5653, 1793), (5653, 3028), (5653, 5662), (5653, 5712), (5653, 7671)]"
5654,"[(5654, 1904), (5654, 2116), (5654, 8854)]"
5655,"[(5655, 4220), (5655, 4541), (5655, 9003)]"
5656,"[(5656, 245), (5656, 1105), (5656, 4017), (5656, 8831)]"
5657,"[(5657, 2449), (5657, 4992), (5657, 7511), (5657, 9982)]"
5658,"[(5658, 5539), (5658, 6142), (5658, 7704), (5658, 9663)]"
5659,"[(5659, 115), (5659, 1079), (5659, 3012), (5659, 6066), (5659, 6465), (5659, 6965), (5659, 7924), (5659, 8001), (5659, 9583)]"
5660,"[(5660, 2604), (5660, 3496), (5660, 4164), (5660, 4249), (5660, 5169), (5660, 5556), (5660, 9870), (5660, 9979)]"
5661,"[(5661, 1060), (5661, 1272), (5661, 1823), (5661, 2369), (5661, 4414), (5661, 6951), (5661, 7848), (5661, 9165)]"
5662,"[(5662, 1765), (5662, 3750), (5662, 4928), (5662, 5653), (5662, 6080), (5662, 8073)]"
5663,"[(5663, 3934), (5663, 4347), (5663, 5900), (5663, 8538)]"
5664,"[(5664, 3144), (5664, 5842)]"
5665,"[(5665, 209), (5665, 268), (5665, 376), (5665, 2480), (5665, 3228), (5665, 4031), (5665, 4214), (5665, 5321), (5665, 5977), (5665, 6080), (5665, 7218)]"
5666,"[(5666, 3768), (5666, 4862), (5666, 6971)]"
5667,"[(5667, 196), (5667, 1125), (5667, 2935), (5667, 8230)]"
5668,"[(5668, 2143), (5668, 4178), (5668, 5074), (5668, 8114)]"
5669,"[(5669, 1433), (5669, 3454), (5669, 6309), (5669, 8280)]"
5670,"[(5670, 2689), (5670, 3053), (5670, 4711), (5670, 5834), (5670, 7093), (5670, 9235)]"
5671,"[(5671, 998), (5671, 6360), (5671, 7784), (5671, 8585)]"
5672,"[(5672, 5927), (5672, 7814), (5672, 8034), (5672, 8222)]"
5673,"[(5673, 950), (5673, 2567), (5673, 2626), (5673, 4207), (5673, 6418), (5673, 6787)]"
5674,"[(5674, 944), (5674, 4317)]"
5675,"[(5675, 1134), (5675, 1717), (5675, 2525), (5675, 3222), (5675, 8669), (5675, 8744)]"
5676,"[(5676, 899), (5676, 949), (5676, 1848), (5676, 2281), (5676, 9191)]"
5677,"[(5677, 338), (5677, 1678), (5677, 2851), (5677, 5116), (5677, 5758)]"
5678,"[(5678, 1464), (5678, 4277), (5678, 7817), (5678, 9031), (5678, 9249), (5678, 9663)]"
5679,"[(5679, 71), (5679, 595), (5679, 1060), (5679, 1367), (5679, 2321), (5679, 7787)]"
5680,"[(5680, 173), (5680, 1090), (5680, 7211), (5680, 8604), (5680, 8753), (5680, 9270)]"
5681,[]
5682,"[(5682, 1805), (5682, 9977)]"
5683,"[(5683, 5435), (5683, 9658)]"
5684,"[(5684, 260), (5684, 1102), (5684, 4480), (5684, 5505), (5684, 8052)]"
5685,"[(5685, 192), (5685, 1283), (5685, 2522), (5685, 3834), (5685, 4635)]"
5686,"[(5686, 539), (5686, 723), (5686, 1880), (5686, 3480), (5686, 7103)]"
5687,"[(5687, 1211), (5687, 1247), (5687, 1722), (5687, 2099), (5687, 2192), (5687, 2356), (5687, 5647), (5687, 8133)]"
5688,"[(5688, 9238)]"
5689,"[(5689, 2162), (5689, 4564), (5689, 7281), (5689, 9124), (5689, 9259), (5689, 9780)]"
5690,"[(5690, 1189), (5690, 2312), (5690, 3762)]"
5691,"[(5691, 1133), (5691, 1875), (5691, 4571), (5691, 8592)]"
5692,"[(5692, 9193)]"
5693,"[(5693, 658), (5693, 1928), (5693, 2747), (5693, 5167), (5693, 6853), (5693, 9063), (5693, 9798)]"
5694,"[(5694, 228), (5694, 1792), (5694, 3075), (5694, 7677), (5694, 8662), (5694, 9200)]"
5695,"[(5695, 1788), (5695, 2628), (5695, 2995), (5695, 5208)]"
5696,"[(5696, 2006), (5696, 7692), (5696, 8417), (5696, 9099)]"
5697,"[(5697, 1509), (5697, 2094), (5697, 2550), (5697, 3536), (5697, 5732), (5697, 6005), (5697, 7808), (5697, 9385)]"
5698,"[(5698, 1196), (5698, 4463), (5698, 7036), (5698, 7754), (5698, 7916), (5698, 8285), (5698, 8677)]"
5699,"[(5699, 233), (5699, 2247), (5699, 2270), (5699, 3050), (5699, 4149), (5699, 8460), (5699, 8532)]"
5700,"[(5700, 92), (5700, 415), (5700, 1885), (5700, 3712), (5700, 7270)]"
5701,"[(5701, 5219), (5701, 5273), (5701, 6007), (5701, 8127)]"
5702,"[(5702, 821), (5702, 3386), (5702, 3410), (5702, 5040), (5702, 6332), (5702, 6790), (5702, 6812), (5702, 7704), (5702, 9986)]"
5703,"[(5703, 1926), (5703, 4686), (5703, 4842), (5703, 5008), (5703, 7017)]"
5704,"[(5704, 2365), (5704, 5176)]"
5705,"[(5705, 2468)]"
5706,"[(5706, 5728), (5706, 7128), (5706, 7481), (5706, 7921), (5706, 9405)]"
5707,"[(5707, 55), (5707, 955), (5707, 1362), (5707, 2534), (5707, 4036), (5707, 5552), (5707, 8561), (5707, 8615)]"
5708,"[(5708, 1735), (5708, 5381), (5708, 5559), (5708, 6840), (5708, 6929), (5708, 7823), (5708, 8220), (5708, 8702), (5708, 9036)]"
5709,"[(5709, 367), (5709, 1599), (5709, 8988), (5709, 9199)]"
5710,"[(5710, 2853), (5710, 2928)]"
5711,"[(5711, 1835), (5711, 7119), (5711, 7781)]"
5712,"[(5712, 786), (5712, 2419), (5712, 2465), (5712, 2622), (5712, 2810), (5712, 4344), (5712, 4993), (5712, 5653), (5712, 9046)]"
5713,"[(5713, 1421), (5713, 2490), (5713, 3982), (5713, 9752)]"
5714,"[(5714, 505), (5714, 4175), (5714, 9805)]"
5715,"[(5715, 1672), (5715, 6352), (5715, 6431), (5715, 6942), (5715, 8569), (5715, 9029), (5715, 9316)]"
5716,"[(5716, 3853), (5716, 5200), (5716, 5203), (5716, 5440), (5716, 7231), (5716, 8754)]"
5717,"[(5717, 5501), (5717, 8136), (5717, 8730), (5717, 9438)]"
5718,"[(5718, 22), (5718, 820), (5718, 2393), (5718, 3462), (5718, 4976), (5718, 6163), (5718, 7000), (5718, 9528), (5718, 9816)]"
5719,"[(5719, 138), (5719, 2119), (5719, 2710)]"
5720,"[(5720, 808), (5720, 4000), (5720, 8200), (5720, 8479), (5720, 8519)]"
5721,"[(5721, 1497), (5721, 1872), (5721, 4792), (5721, 5051), (5721, 6205), (5721, 6945), (5721, 7223), (5721, 7468), (5721, 8072)]"
5722,"[(5722, 473), (5722, 2019), (5722, 2702), (5722, 3297), (5722, 4212)]"
5723,"[(5723, 4303), (5723, 4341), (5723, 6027), (5723, 7133)]"
5724,"[(5724, 1739), (5724, 1837), (5724, 5419), (5724, 7204), (5724, 8269)]"
5725,"[(5725, 1303), (5725, 6211), (5725, 6338), (5725, 6521), (5725, 8737), (5725, 9077), (5725, 9218)]"
5726,"[(5726, 283), (5726, 1814), (5726, 2966), (5726, 4146), (5726, 4196), (5726, 6915), (5726, 8753), (5726, 8772)]"
5727,"[(5727, 3636), (5727, 4019)]"
5728,"[(5728, 3871), (5728, 4859), (5728, 4916), (5728, 5706), (5728, 6882)]"
5729,"[(5729, 315), (5729, 1191), (5729, 2437), (5729, 3857), (5729, 4893), (5729, 6083), (5729, 6576)]"
5730,"[(5730, 547), (5730, 2159), (5730, 2961), (5730, 4907), (5730, 7028)]"
5731,"[(5731, 323), (5731, 654), (5731, 957), (5731, 8718), (5731, 8734)]"
5732,"[(5732, 1512), (5732, 4511), (5732, 5213), (5732, 5697)]"
5733,"[(5733, 227), (5733, 338), (5733, 2487), (5733, 2573), (5733, 3464), (5733, 4138), (5733, 7615), (5733, 9426), (5733, 9559)]"
5734,"[(5734, 1854), (5734, 8363)]"
5735,"[(5735, 1612), (5735, 3363), (5735, 6381), (5735, 8151), (5735, 8286), (5735, 9772)]"
5736,"[(5736, 7703), (5736, 9014)]"
5737,"[(5737, 9109)]"
5738,"[(5738, 1104), (5738, 3265), (5738, 7293)]"
5739,"[(5739, 71), (5739, 1688), (5739, 6120), (5739, 6487)]"
5740,"[(5740, 2047), (5740, 3175), (5740, 7489), (5740, 9204)]"
5741,"[(5741, 412), (5741, 2323), (5741, 8386), (5741, 8960)]"
5742,"[(5742, 37), (5742, 4738)]"
5743,"[(5743, 912), (5743, 1366), (5743, 2518), (5743, 4760), (5743, 7691), (5743, 9090), (5743, 9846)]"
5744,"[(5744, 752), (5744, 2575), (5744, 3227)]"
5745,"[(5745, 1435), (5745, 1746), (5745, 3363), (5745, 4771)]"
5746,"[(5746, 4905), (5746, 8376)]"
5747,"[(5747, 2860), (5747, 3227), (5747, 6172), (5747, 6323)]"
5748,"[(5748, 284), (5748, 3276), (5748, 4525)]"
5749,"[(5749, 866), (5749, 2152), (5749, 2480), (5749, 4050), (5749, 6222), (5749, 7185), (5749, 7810), (5749, 7865)]"
5750,"[(5750, 303), (5750, 1141), (5750, 1443), (5750, 2582), (5750, 6430), (5750, 7048), (5750, 8432), (5750, 8907), (5750, 9449)]"
5751,"[(5751, 1162), (5751, 1193), (5751, 3301), (5751, 3421), (5751, 3470), (5751, 6842), (5751, 7313), (5751, 9264)]"
5752,"[(5752, 273), (5752, 987), (5752, 1001), (5752, 2119), (5752, 4524), (5752, 4552), (5752, 5378), (5752, 8281), (5752, 8690)]"
5753,"[(5753, 2039), (5753, 3045)]"
5754,"[(5754, 1095), (5754, 5575)]"
5755,"[(5755, 91), (5755, 1331), (5755, 1850), (5755, 8051), (5755, 8212)]"
5756,"[(5756, 2328)]"
5757,"[(5757, 301), (5757, 672), (5757, 800), (5757, 3617), (5757, 7039)]"
5758,"[(5758, 5263), (5758, 5405), (5758, 5677), (5758, 8317), (5758, 8716)]"
5759,"[(5759, 1088), (5759, 1988), (5759, 5274), (5759, 5486), (5759, 6354), (5759, 9307)]"
5760,"[(5760, 265), (5760, 649), (5760, 2467), (5760, 9928)]"
5761,"[(5761, 3314), (5761, 3459), (5761, 3840), (5761, 4075), (5761, 5601)]"
5762,"[(5762, 677), (5762, 1169), (5762, 2677), (5762, 4218), (5762, 4341), (5762, 4696), (5762, 7907), (5762, 9524), (5762, 9674)]"
5763,"[(5763, 1102), (5763, 2215), (5763, 2555), (5763, 3399), (5763, 7220), (5763, 8098), (5763, 9427)]"
5764,"[(5764, 1912), (5764, 2537), (5764, 4015), (5764, 5563), (5764, 8179), (5764, 9080)]"
5765,"[(5765, 4661), (5765, 5436), (5765, 5950), (5765, 6971), (5765, 8797)]"
5766,"[(5766, 673), (5766, 745), (5766, 6264), (5766, 6732), (5766, 9052)]"
5767,"[(5767, 793), (5767, 1345), (5767, 3851), (5767, 4820), (5767, 5382), (5767, 6614), (5767, 7155), (5767, 8945), (5767, 9281)]"
5768,"[(5768, 279), (5768, 895), (5768, 1283), (5768, 4632), (5768, 6662), (5768, 7986), (5768, 8304), (5768, 8922)]"
5769,"[(5769, 151), (5769, 3321), (5769, 3681), (5769, 6061), (5769, 6529), (5769, 9438)]"
5770,"[(5770, 158), (5770, 633), (5770, 991), (5770, 1151), (5770, 6769), (5770, 7581)]"
5771,"[(5771, 3106), (5771, 7363), (5771, 7907)]"
5772,"[(5772, 899), (5772, 3073), (5772, 7632), (5772, 8014)]"
5773,"[(5773, 1646), (5773, 3074), (5773, 4014), (5773, 4346), (5773, 7835)]"
5774,"[(5774, 686), (5774, 2003), (5774, 2032), (5774, 2548), (5774, 2637), (5774, 8060), (5774, 8543)]"
5775,"[(5775, 1782), (5775, 2692), (5775, 3746), (5775, 4485), (5775, 8704), (5775, 9284)]"
5776,"[(5776, 2818), (5776, 4732), (5776, 5145)]"
5777,"[(5777, 3031), (5777, 8125), (5777, 8644), (5777, 8763), (5777, 9322)]"
5778,"[(5778, 1351), (5778, 3114), (5778, 4569), (5778, 4876), (5778, 7060), (5778, 7547)]"
5779,"[(5779, 898), (5779, 1589), (5779, 1869), (5779, 3371), (5779, 4130), (5779, 6034), (5779, 7522), (5779, 8165), (5779, 8287), (5779, 8460), (5779, 9906)]"
5780,"[(5780, 2832), (5780, 6111), (5780, 7015), (5780, 7679), (5780, 8059)]"
5781,"[(5781, 5243), (5781, 5841), (5781, 6018), (5781, 6439), (5781, 6750), (5781, 7639)]"
5782,"[(5782, 3421), (5782, 3745), (5782, 4768), (5782, 5790), (5782, 9721)]"
5783,"[(5783, 6410), (5783, 9258)]"
5784,"[(5784, 2619), (5784, 2921), (5784, 4366), (5784, 4667), (5784, 4723), (5784, 6100), (5784, 6616)]"
5785,"[(5785, 6770), (5785, 7430)]"
5786,"[(5786, 6899), (5786, 7356), (5786, 7718)]"
5787,"[(5787, 1613), (5787, 2066), (5787, 3590), (5787, 9622), (5787, 9720)]"
5788,"[(5788, 7911), (5788, 9782)]"
5789,"[(5789, 834), (5789, 1919), (5789, 2479), (5789, 2711), (5789, 6098)]"
5790,"[(5790, 957), (5790, 1373), (5790, 1911), (5790, 3220), (5790, 5782), (5790, 6001), (5790, 6165), (5790, 6717), (5790, 7735), (5790, 8956), (5790, 9235), (5790, 9599), (5790, 9623)]"
5791,"[(5791, 256), (5791, 3155), (5791, 3901)]"
5792,"[(5792, 2392), (5792, 3643), (5792, 5075)]"
5793,"[(5793, 150), (5793, 1549), (5793, 8148), (5793, 8183), (5793, 8725), (5793, 9022)]"
5794,"[(5794, 264), (5794, 3210), (5794, 6698), (5794, 7217), (5794, 8898)]"
5795,"[(5795, 670), (5795, 1416), (5795, 7919), (5795, 8579), (5795, 8675), (5795, 9157), (5795, 9187)]"
5796,"[(5796, 293), (5796, 690), (5796, 5545), (5796, 9149), (5796, 9236)]"
5797,"[(5797, 597), (5797, 2541), (5797, 4500), (5797, 7253), (5797, 8084), (5797, 8588)]"
5798,"[(5798, 4394), (5798, 5861), (5798, 7248), (5798, 8533), (5798, 8875)]"
5799,"[(5799, 3863), (5799, 5088), (5799, 5849), (5799, 6091), (5799, 7722), (5799, 8104), (5799, 8404), (5799, 9659)]"
5800,"[(5800, 6156), (5800, 7457)]"
5801,"[(5801, 1483), (5801, 2284), (5801, 2455), (5801, 9242), (5801, 9998)]"
5802,"[(5802, 533), (5802, 5437)]"
5803,"[(5803, 423), (5803, 1101), (5803, 5197), (5803, 8387), (5803, 9168), (5803, 9799), (5803, 9955)]"
5804,"[(5804, 1284), (5804, 3980), (5804, 5115), (5804, 6502), (5804, 6705), (5804, 6893), (5804, 8258), (5804, 8425)]"
5805,"[(5805, 752), (5805, 2087), (5805, 3978), (5805, 4619), (5805, 4754), (5805, 5389), (5805, 8987)]"
5806,"[(5806, 1316), (5806, 1356), (5806, 2332)]"
5807,"[(5807, 97), (5807, 2836), (5807, 4681), (5807, 4734)]"
